確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2021,28,台北市,萬華區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,28,台北市,內湖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,28,台北市,信義區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,28,台北市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎,2021,28,空值,空值,F,是,10-14,1
嚴重特殊傳染性肺炎,2021,28,空值,空值,F,是,20-24,1
嚴重特殊傳染性肺炎,2021,28,空值,空值,F,是,25-29,1
嚴重特殊傳染性肺炎,2021,28,空值,空值,F,是,35-39,1
嚴重特殊傳染性肺炎,2021,28,空值,空值,F,是,50-54,2
嚴重特殊傳染性肺炎,2021,28,空值,空值,F,是,55-59,1
嚴重特殊傳染性肺炎,2021,28,空值,空值,F,是,5-9,1
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,15-19,1
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,20-24,5
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,25-29,2
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,30-34,4
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,35-39,2
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,40-44,3
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,50-54,3
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,55-59,3
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,5-9,1
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,60-64,2
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,65-69,2
嚴重特殊傳染性肺炎,2021,28,空值,空值,M,是,70+,2
嚴重特殊傳染性肺炎,2021,28,苗栗縣,頭份市,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,28,桃園市,桃園區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021,28,桃園市,中壢區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,28,桃園市,中壢區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,28,桃園市,桃園區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,28,桃園市,大園區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,28,桃園市,中壢區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,28,桃園市,蘆竹區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021,28,桃園市,中壢區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,桃園市,新屋區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,桃園市,中壢區,M,否,30-34,2
嚴重特殊傳染性肺炎,2021,28,桃園市,蘆竹區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,28,桃園市,桃園區,M,否,35-39,2
嚴重特殊傳染性肺炎,2021,28,桃園市,蘆竹區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,28,桃園市,桃園區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021,28,桃園市,桃園區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,28,桃園市,桃園區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021,28,基隆市,安樂區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,28,新北市,蘆洲區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,28,新北市,土城區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,新北市,板橋區,F,否,25-29,2
嚴重特殊傳染性肺炎,2021,28,新北市,新莊區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,新北市,三重區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,28,新北市,五股區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,28,新北市,新店區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,28,新北市,泰山區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,28,新北市,板橋區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021,28,新北市,淡水區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,28,新北市,板橋區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,28,新北市,板橋區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,28,新北市,泰山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,28,新北市,新莊區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,28,新北市,土城區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,28,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,28,新北市,板橋區,M,否,1,1
嚴重特殊傳染性肺炎,2021,28,新北市,淡水區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,28,新北市,新莊區,M,否,20-24,2
嚴重特殊傳染性肺炎,2021,28,新北市,三重區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,新北市,中和區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,新北市,板橋區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,新北市,淡水區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,新北市,深坑區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,28,新北市,土城區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,28,新北市,林口區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,28,新北市,三重區,M,否,35-39,4
嚴重特殊傳染性肺炎,2021,28,新北市,新莊區,M,否,35-39,2
嚴重特殊傳染性肺炎,2021,28,新北市,中和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,28,新北市,永和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,28,新北市,板橋區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021,28,新北市,新店區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,28,新北市,三重區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,28,新北市,新莊區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,28,新北市,五股區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,28,新北市,淡水區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,28,新北市,新莊區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,28,新北市,泰山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,28,新北市,新店區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,28,新北市,新莊區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,28,新北市,淡水區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,28,彰化縣,永靖鄉,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,台中市,北屯區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,台中市,后里區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,台北市,內湖區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,台北市,文山區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,台北市,士林區,F,否,35-39,2
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,台北市,北投區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,29,台北市,信義區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,29,台北市,文山區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021,29,台北市,士林區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,29,台北市,大安區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,29,台北市,士林區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,台北市,大安區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,29,台北市,中正區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,台北市,內湖區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,台北市,文山區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,台北市,大安區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,台北市,中正區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,M,否,3,1
嚴重特殊傳染性肺炎,2021,29,台北市,大同區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,台北市,內湖區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,台北市,士林區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,台北市,大安區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,M,否,35-39,2
嚴重特殊傳染性肺炎,2021,29,台北市,士林區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,台北市,大安區,M,否,45-49,3
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,29,台北市,內湖區,M,否,50-54,3
嚴重特殊傳染性肺炎,2021,29,台北市,信義區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,29,台北市,大安區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,29,台北市,萬華區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,29,台北市,士林區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,台北市,大安區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,宜蘭縣,礁溪鄉,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,空值,空值,F,是,10-14,1
嚴重特殊傳染性肺炎,2021,29,空值,空值,F,是,40-44,1
嚴重特殊傳染性肺炎,2021,29,空值,空值,F,是,5-9,1
嚴重特殊傳染性肺炎,2021,29,空值,空值,F,是,65-69,2
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,20-24,5
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,25-29,3
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,30-34,1
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,35-39,3
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,40-44,2
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,45-49,2
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,50-54,1
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,5-9,2
嚴重特殊傳染性肺炎,2021,29,空值,空值,M,是,60-64,1
嚴重特殊傳染性肺炎,2021,29,苗栗縣,銅鑼鄉,F,否,3,1
嚴重特殊傳染性肺炎,2021,29,桃園市,八德區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,桃園市,桃園區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,桃園市,八德區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,29,桃園市,中壢區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,桃園市,桃園區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,29,桃園市,八德區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021,29,桃園市,大溪區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,桃園市,桃園區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,桃園市,楊梅區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,桃園市,蘆竹區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,桃園市,中壢區,M,否,30-34,3
嚴重特殊傳染性肺炎,2021,29,桃園市,大園區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,桃園市,中壢區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,桃園市,龜山區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,桃園市,八德區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,桃園市,桃園區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,桃園市,龍潭區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,桃園市,觀音區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,高雄市,三民區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,高雄市,仁武區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,基隆市,安樂區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021,29,基隆市,信義區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,新北市,泰山區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021,29,新北市,中和區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,F,否,30-34,3
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,F,否,35-39,2
嚴重特殊傳染性肺炎,2021,29,新北市,泰山區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,新北市,新店區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,29,新北市,板橋區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,新北市,板橋區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,新北市,新莊區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,F,否,70+,2
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,M,否,20-24,2
嚴重特殊傳染性肺炎,2021,29,新北市,淡水區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,新北市,永和區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,新北市,板橋區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,新北市,蘆洲區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,新北市,汐止區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,新北市,板橋區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,新北市,新店區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,M,否,35-39,3
嚴重特殊傳染性肺炎,2021,29,新北市,永和區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,新北市,淡水區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,新北市,蘆洲區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,M,否,40-44,4
嚴重特殊傳染性肺炎,2021,29,新北市,五股區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,新北市,板橋區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,新北市,中和區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,29,新北市,永和區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,29,新北市,汐止區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,29,新北市,泰山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,29,新北市,永和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,29,新北市,蘆洲區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,29,新北市,三重區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,29,新竹市,東區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,29,嘉義縣,水上鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,29,嘉義縣,水上鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,29,彰化縣,溪湖鎮,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,29,彰化縣,彰化市,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,3,空值,空值,F,是,15-19,1
嚴重特殊傳染性肺炎,2021,3,空值,空值,F,是,20-24,3
嚴重特殊傳染性肺炎,2021,3,空值,空值,F,是,25-29,1
嚴重特殊傳染性肺炎,2021,3,空值,空值,F,是,45-49,1
嚴重特殊傳染性肺炎,2021,3,空值,空值,F,是,50-54,1
嚴重特殊傳染性肺炎,2021,3,空值,空值,M,是,20-24,3
嚴重特殊傳染性肺炎,2021,3,空值,空值,M,是,25-29,1
嚴重特殊傳染性肺炎,2021,3,空值,空值,M,是,30-34,2
嚴重特殊傳染性肺炎,2021,3,空值,空值,M,是,35-39,2
嚴重特殊傳染性肺炎,2021,3,空值,空值,M,是,40-44,1
嚴重特殊傳染性肺炎,2021,3,空值,空值,M,是,45-49,2
嚴重特殊傳染性肺炎,2021,3,空值,空值,M,是,50-54,1
嚴重特殊傳染性肺炎,2021,3,空值,空值,M,是,60-64,1
嚴重特殊傳染性肺炎,2021,3,桃園市,桃園區,F,否,20-24,2
嚴重特殊傳染性肺炎,2021,3,桃園市,平鎮區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,3,桃園市,桃園區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,3,桃園市,八德區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,3,桃園市,桃園區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,3,桃園市,蘆竹區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,3,桃園市,八德區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,3,桃園市,桃園區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,30,台北市,萬華區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,30,台北市,士林區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,台北市,內湖區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,30,台北市,松山區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,30,台北市,內湖區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,30,台北市,文山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,30,台北市,內湖區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,30,台北市,北投區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,30,台北市,內湖區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021,30,台北市,文山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,30,台北市,松山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,30,台北市,萬華區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,30,台北市,萬華區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,30,台北市,大安區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,台北市,中正區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,台北市,信義區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,台北市,萬華區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,台北市,大安區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,台北市,松山區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,台北市,信義區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,台北市,中山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,30,台北市,文山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,30,台北市,中山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,台北市,南港區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,台北市,北投區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021,30,台北市,萬華區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,30,台北市,士林區,M,否,65-69,3
嚴重特殊傳染性肺炎,2021,30,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,30,台北市,萬華區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,30,空值,空值,F,是,20-24,1
嚴重特殊傳染性肺炎,2021,30,空值,空值,F,是,30-34,2
嚴重特殊傳染性肺炎,2021,30,空值,空值,F,是,45-49,1
嚴重特殊傳染性肺炎,2021,30,空值,空值,M,是,15-19,1
嚴重特殊傳染性肺炎,2021,30,空值,空值,M,是,35-39,2
嚴重特殊傳染性肺炎,2021,30,空值,空值,M,是,45-49,1
嚴重特殊傳染性肺炎,2021,30,空值,空值,M,是,50-54,2
嚴重特殊傳染性肺炎,2021,30,空值,空值,M,是,5-9,1
嚴重特殊傳染性肺炎,2021,30,空值,空值,M,是,60-64,1
嚴重特殊傳染性肺炎,2021,30,桃園市,中壢區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,桃園市,八德區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,30,桃園市,八德區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021,30,桃園市,八德區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,30,桃園市,大園區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,30,桃園市,中壢區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,桃園市,桃園區,M,否,35-39,2
嚴重特殊傳染性肺炎,2021,30,桃園市,中壢區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,桃園市,蘆竹區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,桃園市,八德區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,30,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,30,高雄市,前鎮區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,高雄市,橋頭區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,高雄市,前鎮區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,高雄市,左營區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,30,基隆市,安樂區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,新北市,五股區,F,否,0,1
嚴重特殊傳染性肺炎,2021,30,新北市,永和區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,30,新北市,三重區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,新北市,新莊區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021,30,新北市,汐止區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,30,新北市,蘆洲區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,30,新北市,土城區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,新北市,中和區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,30,新北市,淡水區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,30,新北市,永和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,30,新北市,汐止區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,30,新北市,五股區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,新北市,永和區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,新北市,蘆洲區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,新北市,三重區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,新北市,永和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,30,新北市,新莊區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,30,新北市,中和區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,新北市,永和區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,新北市,汐止區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021,30,新北市,蘆洲區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,30,新北市,三重區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,30,新北市,永和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,30,新北市,新莊區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,30,新北市,淡水區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,30,新北市,三重區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021,30,新北市,樹林區,M,否,5-9,2
嚴重特殊傳染性肺炎,2021,30,新北市,板橋區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,30,新北市,三重區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,30,新北市,永和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,30,新竹縣,竹北市,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,嘉義市,西區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,鹿草鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,太保市,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,民雄鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,太保市,F,否,5-9,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,鹿草鄉,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,中埔鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,水上鄉,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,梅山鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,水上鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,30,嘉義縣,民雄鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,31,台北市,信義區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,31,台北市,萬華區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,31,台北市,士林區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,31,台北市,內湖區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,31,台北市,文山區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,31,台北市,信義區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,31,台北市,中山區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021,31,台北市,萬華區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,31,台北市,內湖區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,31,台北市,信義區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,31,台北市,大安區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021,31,台北市,萬華區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,31,台北市,萬華區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,31,台北市,松山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,31,台北市,中山區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021,31,台北市,南港區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,31,台北市,萬華區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,31,空值,空值,F,是,10-14,1
嚴重特殊傳染性肺炎,2021,31,空值,空值,F,是,25-29,3
嚴重特殊傳染性肺炎,2021,31,空值,空值,F,是,30-34,1
嚴重特殊傳染性肺炎,2021,31,空值,空值,F,是,40-44,1
嚴重特殊傳染性肺炎,2021,31,空值,空值,F,是,45-49,1
嚴重特殊傳染性肺炎,2021,31,空值,空值,M,是,15-19,1
嚴重特殊傳染性肺炎,2021,31,空值,空值,M,是,20-24,3
